Prj,File,Class,ANNOTATOR-1,ANNOTATOR-2,FINAL,CONFLICT,
/home/videogames/dataset/simulator/,/home/videogames/dataset/simulator/Packages/com.unity.render-pipelines.high-definition/Editor/Wizard/HDProjectSettings.cs,UnityEditor.Rendering.HighDefinition.HDProjectSettings,YES,YES,TP,
