Prj,File,Name,ANNOTATOR-1,ANNOTATOR-2,FINAL,CONFLICT
/home/videogames/dataset/mapboxargame/,/home/videogames/dataset/mapboxargame/Assets/UnityARInterface/Prefabs/PhysicsBall.prefab,PhysicsBall,YES,YES,TP,
