Prj,File,Name,NumAnimator,ANNOTATOR-1,ANNOTATOR-2,FINAL,CONFLICT
/home/videogames/dataset/darkest-dungeon-unity/,/home/videogames/dataset/darkest-dungeon-unity/Assets/Resources/Prefabs/Monsters/cauldron_empty.prefab,cauldron_empty,2,YES,YES,TP,
