Prj,File,Name,ANNOTATOR-1,ANNOTATOR-2,FINAL,CONFLICT
/home/videogames/dataset/warkingdoms/,/home/videogames/dataset/warkingdoms/Assets/Animations/Units/human_infantry_controller.controller,human_infantry_controller,YES,YES,TP,
/home/videogames/dataset/nsmb-mariovsluigi/,/home/videogames/dataset/nsmb-mariovsluigi/Assets/Animations/Enemy/PirahnaPlant/PiranhaPlant.controller,PiranhaPlant,YES,YES,TP,
