Prj,File,Name,ANNOTATOR-1,ANNOTATOR-2,FINAL,CONFLICT
/home/videogames/dataset/mapboxargame/,/home/videogames/dataset/mapboxargame/Assets/GoogleARCore/Examples/ComputerVision/Scenes/ComputerVision.unity,ComputerVision,YES,YES,TP,
