Prj,File,Name,Type,KeyFrames,ANNOTATOR-1,ANNOTATOR-2,FINAL,CONFLICT
/home/videogames/dataset/project-404/,/home/videogames/dataset/project-404/Assets/Animations/GUI/Common/Anim_cmn_pulse_1sec.anim,Anim_cmn_pulse_1sec,anim,7,YES,YES,TP,
